age,educational-num,fnlwgt,capital-gain,capital-loss,hours-per-week,education,marital-status,occupation,income,relationship,workclass,native-country,gender,race
45,13,317360,0,0,50,9,0,9,0,4,2,38,0,4
23,13,189017,0,0,55,9,4,11,0,1,2,38,1,4
54,9,138179,0,0,40,11,2,6,0,0,2,38,1,4
40,7,299813,0,0,37,1,4,6,0,1,2,5,0,4
45,3,265083,0,0,35,4,0,8,0,4,2,25,0,4
50,9,185846,0,0,40,11,2,11,0,0,2,38,1,4
40,12,184655,0,0,25,7,4,7,0,2,2,38,1,4
24,10,200295,0,0,40,15,4,2,0,1,2,38,1,4
42,9,117319,0,1672,40,11,2,2,0,0,2,38,1,4
50,10,63000,0,0,60,15,2,11,1,0,2,38,1,4
58,10,106942,0,0,40,15,0,2,0,4,4,38,1,4
47,10,52795,0,0,46,15,2,6,0,0,2,38,1,4
37,16,51264,0,0,99,10,2,9,1,0,2,9,1,4
37,9,410919,0,0,35,11,4,2,0,3,4,38,1,4
22,12,105592,0,0,45,7,4,13,0,1,2,38,1,4
29,9,183151,0,0,48,11,2,13,0,0,4,38,1,4
45,13,209912,0,0,40,9,2,3,1,0,2,18,1,1
49,10,275845,0,0,60,15,2,3,0,0,4,38,1,4
44,11,241851,4386,0,40,8,2,13,1,0,1,38,1,4
72,9,89299,0,0,16,11,0,7,0,1,2,38,0,4
63,9,106648,0,0,12,11,2,7,0,0,4,38,1,4
26,9,58426,0,0,50,11,2,9,0,0,2,38,1,4
58,11,121912,0,0,42,8,2,2,0,0,4,38,1,4
40,9,170730,0,0,50,11,2,2,0,0,2,38,1,4
56,10,257555,0,0,40,15,2,11,0,0,2,38,1,4
55,10,51499,0,0,72,15,2,4,0,0,4,38,1,4
28,13,195000,0,0,45,9,4,11,0,2,2,38,0,4
57,9,108741,0,0,40,11,2,3,0,5,2,38,0,4
37,14,184964,0,0,45,12,0,3,1,1,2,38,1,4
44,9,156815,0,0,40,11,0,0,0,1,2,38,0,4
31,9,49325,0,0,40,11,2,6,0,0,2,38,1,4
42,10,121718,0,0,40,15,2,0,0,0,2,10,1,4
18,10,172076,0,0,25,15,4,7,0,3,2,38,0,4
57,6,327901,0,0,40,0,2,2,0,0,4,38,1,4
53,10,215990,0,0,35,15,2,7,0,0,1,38,1,4
38,9,210866,0,0,44,11,2,3,1,0,2,38,1,4
33,9,322873,0,0,50,11,0,11,0,1,2,38,0,4
42,14,265698,0,0,40,12,0,9,0,4,2,38,0,4
50,9,177896,0,0,50,11,2,2,0,0,2,38,1,4
50,9,189107,0,0,40,11,2,6,0,0,2,38,1,4
28,12,306830,0,0,40,7,2,5,0,0,2,26,1,4
72,7,39110,0,0,8,1,0,0,0,1,0,1,0,4
33,9,155475,0,0,40,11,2,11,0,0,2,38,1,4
47,9,135803,0,0,25,11,2,7,0,0,2,29,1,1
48,10,117849,0,0,40,15,2,9,1,0,2,38,1,4
64,13,339321,0,0,24,9,2,9,1,0,4,38,1,4
19,7,318822,0,0,35,1,4,8,0,1,2,38,0,4
48,11,174794,0,0,40,8,0,0,0,4,2,38,0,4
37,9,204277,0,1848,48,11,2,6,1,0,2,38,1,4
55,9,182460,15024,0,35,11,2,2,1,0,2,38,1,4
42,9,91468,0,0,40,11,0,0,0,1,0,38,0,4
43,9,106760,0,0,50,11,2,0,1,5,2,1,0,4
34,12,375680,0,0,40,7,4,2,0,3,2,38,0,2
55,14,222615,0,0,60,12,2,3,0,0,3,38,1,4
22,9,190968,0,0,40,11,2,7,0,0,2,38,1,4
39,10,76767,0,0,60,15,0,0,0,1,2,38,0,4
50,13,203098,0,0,35,9,2,3,0,0,4,38,1,4
47,10,162187,0,1887,40,15,2,13,1,0,1,38,1,4
25,13,242729,0,0,20,9,4,11,0,3,2,38,0,4
52,7,253784,0,0,20,1,0,7,0,4,2,38,0,4
30,9,206051,0,0,40,11,2,13,0,0,2,38,1,4
37,9,181553,0,0,50,11,0,2,0,1,4,38,1,4
73,9,80986,0,0,20,11,2,11,0,0,3,38,1,4
50,4,200783,0,0,60,5,0,2,0,1,2,38,1,4
34,10,42596,0,0,45,15,2,3,0,0,2,38,1,4
66,10,205724,0,0,24,15,2,11,1,0,2,38,1,4
22,9,446140,0,0,55,11,4,11,0,3,2,38,1,4
69,6,32287,0,0,25,0,2,13,0,0,1,38,1,4
23,9,56774,0,0,40,11,4,2,0,3,2,38,1,4
35,10,176279,0,0,30,15,6,0,0,4,2,38,0,4
20,10,103277,0,0,35,15,4,0,0,3,2,38,0,4
70,10,225780,0,0,20,15,2,3,1,0,3,38,1,4
54,11,154728,7688,0,40,8,2,12,1,0,2,38,1,4
34,9,149943,0,0,40,11,4,7,0,1,2,23,1,1
38,16,22245,0,0,45,10,2,9,1,0,5,38,1,4
33,4,93056,0,0,40,5,0,5,0,3,2,38,1,4
43,9,270522,0,0,26,11,5,7,0,1,2,38,0,4
60,10,123218,0,0,40,15,2,3,0,0,3,38,1,4
81,13,123959,0,1668,3,9,6,9,0,1,4,17,0,4
32,9,103642,0,0,55,11,2,3,0,0,4,38,1,4
34,9,157747,0,0,45,11,2,13,0,0,2,38,1,4
46,14,154083,0,0,25,12,4,3,0,1,4,38,1,4
30,10,23037,0,0,84,15,4,7,0,3,5,38,1,0
29,10,50028,0,0,40,15,2,7,0,0,2,38,1,4
51,9,138251,0,0,60,11,2,13,0,0,2,38,1,4
31,4,369825,0,0,25,5,4,5,0,2,2,38,1,4
36,9,44364,0,0,36,11,4,0,0,3,0,38,0,2
23,10,230704,0,0,22,15,4,5,0,3,2,38,1,2
35,9,42044,0,0,30,11,2,6,0,0,2,38,1,4
28,14,56340,0,0,40,12,4,9,0,1,1,38,0,4
33,13,156015,0,0,40,9,2,3,1,0,5,38,1,4
40,10,163434,0,0,40,15,2,5,0,0,2,38,1,4
27,10,85251,0,0,45,15,2,13,0,0,2,38,1,4
38,9,187411,0,0,40,11,2,3,1,0,3,38,1,4
47,11,155124,0,1669,40,8,0,9,0,1,2,38,0,4
25,10,396633,0,0,56,15,2,0,1,5,2,38,0,2
45,13,182313,7688,0,50,9,2,3,1,0,2,38,1,4
38,10,52596,0,0,40,15,4,0,0,3,2,38,0,2
65,10,143570,0,0,40,15,4,9,0,1,1,38,0,2
30,11,160634,0,0,40,8,4,2,1,3,2,38,1,4
54,7,29909,0,0,43,1,2,7,0,5,2,38,0,4
49,8,94215,0,0,40,2,0,6,0,1,2,38,0,4
41,11,151990,0,0,15,8,2,9,1,5,4,38,0,4
48,9,188081,0,0,40,11,2,0,1,0,0,38,1,4
23,3,218445,0,0,12,4,4,8,0,4,2,25,0,4
77,9,235775,0,0,25,11,2,7,0,0,2,4,1,4
19,10,98605,0,0,20,15,4,7,0,3,2,38,0,4
30,9,188398,0,0,30,11,3,0,0,1,2,38,0,4
41,13,140365,0,1902,55,9,2,3,1,0,3,38,1,4
35,9,202950,0,0,55,11,2,3,1,0,2,19,1,4
20,10,218215,0,0,40,15,4,0,0,3,2,38,0,4
66,13,197816,10605,0,40,9,2,3,1,0,3,38,1,4
49,9,147002,0,0,40,11,4,2,0,4,2,32,0,4
52,13,138497,0,0,45,9,2,11,1,0,2,38,1,4
24,14,57711,0,0,35,12,2,9,1,5,2,38,0,4
50,9,169925,0,0,15,11,2,2,0,0,2,38,1,4
22,7,72310,0,0,65,1,4,13,0,1,2,38,1,4
19,10,170800,0,0,20,15,4,7,0,3,2,38,1,4
39,7,215095,0,0,30,1,4,9,0,4,2,32,0,4
61,13,34632,0,0,30,9,0,7,0,1,1,38,1,4
45,12,140664,0,0,55,7,0,13,0,1,2,38,1,4
36,13,177858,0,0,40,9,2,9,0,3,1,38,1,4
40,14,160369,0,2415,45,12,2,3,1,0,2,38,1,4
38,9,129102,0,0,50,11,2,3,0,0,2,38,1,4
52,10,278522,0,0,40,15,2,13,0,0,1,38,1,2
29,11,124953,0,0,42,8,2,12,1,0,0,38,1,4
33,9,63184,0,0,40,11,4,4,0,1,2,38,1,4
40,10,165815,0,0,40,15,4,2,0,3,4,38,1,4
34,9,248584,0,0,55,11,4,2,0,1,2,38,1,4
46,13,226871,0,0,50,9,0,10,1,1,1,38,1,2
44,14,267717,15024,0,45,12,2,2,1,0,2,38,1,4
19,9,60367,0,0,13,11,4,7,0,3,2,38,0,4
44,9,134120,0,0,40,11,2,0,1,5,2,38,0,4
40,9,95639,0,0,40,11,4,2,0,1,2,38,1,0
20,10,132053,0,0,2,15,4,9,0,3,2,38,0,4
24,12,138768,0,0,30,7,4,5,0,3,2,38,1,4
76,9,203910,0,0,17,11,6,7,0,1,2,38,1,4
20,9,109952,0,0,40,11,2,12,0,2,2,38,1,4
33,15,155781,0,0,40,14,4,9,1,1,2,38,1,4
31,10,49398,0,0,40,15,2,12,0,0,2,38,1,4
33,9,159303,0,0,40,11,0,7,0,4,2,38,0,4
19,9,248339,0,0,35,11,4,2,0,3,2,38,1,4
29,13,190539,0,1590,50,9,4,3,0,1,2,38,1,4
30,9,183620,0,0,45,11,2,11,0,0,2,38,1,4
48,14,25468,99999,0,50,12,0,3,1,1,2,38,1,4
42,13,201495,0,0,40,9,2,3,0,0,2,38,1,4
37,7,52221,0,0,40,1,2,13,0,0,2,38,1,4
54,9,96460,7688,0,60,11,2,3,1,0,3,38,1,4
42,12,325353,7688,0,42,7,2,0,1,0,2,38,1,4
28,9,176027,0,0,28,11,4,7,0,1,4,38,0,4
42,10,266135,0,0,52,15,2,10,1,0,1,38,1,4
60,14,194252,3103,0,40,12,2,3,1,5,5,38,0,4
21,11,363192,0,0,40,8,4,7,0,3,2,38,0,4
29,10,31360,0,0,40,15,4,4,0,3,2,38,1,4
43,13,63503,0,0,40,9,2,9,1,0,2,38,1,4
44,9,157614,0,0,38,11,0,11,0,3,2,38,1,4
45,13,160647,4687,0,35,9,0,0,1,4,2,38,0,4
38,10,363395,0,0,40,15,4,11,0,4,2,38,0,2
28,10,338376,0,0,50,15,2,0,1,0,2,38,1,4
29,9,87523,0,0,40,11,4,11,0,3,2,38,0,4
20,10,280714,0,0,40,15,4,7,0,3,2,38,1,4
49,14,119565,0,0,40,12,2,11,1,0,3,38,1,4
36,10,171482,0,0,56,15,2,10,1,0,1,38,1,4
40,13,49249,0,0,50,9,2,3,1,0,3,38,1,4
17,8,331552,0,0,30,2,4,0,0,3,2,38,0,4
45,9,174426,0,0,40,11,2,2,0,0,2,38,1,4
42,10,184105,0,0,28,15,4,4,0,1,2,38,1,4
29,13,37933,0,0,40,9,4,3,0,4,2,38,0,2
57,13,291529,4386,0,13,9,2,3,1,0,4,38,1,4
23,13,376416,0,0,40,9,4,0,0,1,2,38,1,4
20,10,263612,0,0,40,15,4,0,0,3,2,13,0,2
23,9,227471,0,0,24,11,4,5,0,3,2,38,1,4
39,9,191103,0,0,40,11,4,7,0,1,2,38,1,4
34,10,35644,0,0,40,15,2,2,1,0,2,38,1,4
43,13,227298,0,0,45,9,4,11,0,1,4,38,1,4
25,10,187508,0,0,40,15,4,5,0,3,5,38,1,4
40,10,184378,0,0,60,15,2,11,0,0,2,32,1,4
52,9,190333,0,0,25,11,0,4,0,1,4,38,1,4
48,9,155372,0,0,36,11,6,6,0,4,2,38,0,4
37,11,259882,0,0,6,8,4,11,0,4,2,38,0,2
36,9,217077,0,0,50,11,2,11,0,0,2,38,1,4
33,11,103596,0,0,40,8,2,13,0,0,2,38,1,4
36,9,188236,0,0,40,11,2,0,1,5,1,38,0,4
24,13,353010,0,0,10,9,4,0,0,1,2,38,1,4
42,9,70655,0,0,40,11,0,4,0,1,1,38,1,4
35,12,64874,0,0,40,7,4,11,0,3,3,38,1,4
40,9,219240,0,0,22,11,0,0,0,4,0,38,0,4
50,15,104849,0,0,40,14,2,9,0,0,3,18,1,1
40,14,173590,0,0,50,12,2,3,1,0,2,38,1,4
57,9,195835,0,0,40,11,2,3,0,0,3,38,1,4
51,9,170579,0,0,40,11,2,13,1,0,1,38,1,4
61,9,230545,0,0,35,11,4,0,0,4,0,32,0,4
71,9,162297,0,0,20,11,6,11,0,4,2,38,0,4
47,9,169549,0,0,40,11,2,2,1,0,2,38,1,4
38,13,117528,0,0,45,9,4,7,0,2,2,38,0,4
25,13,273876,0,0,65,9,4,11,0,1,2,38,1,4
33,7,529104,0,0,50,1,2,5,0,0,2,38,1,4
40,7,456110,0,0,52,1,0,13,0,4,5,38,0,4
29,9,170301,2829,0,40,11,2,0,0,5,2,38,0,4
33,9,55717,0,0,40,11,4,2,0,1,2,38,1,4
46,10,166181,0,0,36,15,4,0,0,3,2,38,0,2
24,9,52242,0,0,40,11,2,11,1,5,2,38,0,4
28,14,224629,0,0,30,12,4,3,0,1,2,4,1,3
20,9,197997,0,0,40,11,4,2,0,1,2,38,1,4
34,10,46144,0,0,40,15,0,5,0,4,2,38,0,4
34,13,180871,0,0,55,9,2,0,0,0,5,38,1,4
25,10,212311,0,0,40,15,4,0,0,4,2,38,0,2
36,13,232874,0,0,40,9,2,12,0,0,2,38,1,4
61,9,175999,0,0,40,11,2,6,0,0,2,38,1,4
38,10,177121,0,0,58,15,5,7,0,1,2,38,0,4
57,9,299358,0,1719,25,11,6,7,0,2,2,38,0,4
56,9,129836,0,0,10,11,2,7,0,5,2,38,0,4
24,13,225515,0,0,40,9,4,3,0,1,2,38,0,4
60,10,145664,0,0,48,15,0,11,0,1,2,38,0,4
37,10,151764,0,0,50,15,2,3,0,0,2,38,1,4
27,10,183523,0,0,40,15,2,13,1,0,2,38,1,4
54,10,257869,0,0,28,15,5,7,0,1,2,3,1,4
40,9,73025,0,0,30,11,2,7,0,0,2,2,1,1
18,8,165532,0,0,15,2,4,7,0,3,2,38,1,4
51,9,140035,0,0,40,11,2,0,1,0,0,38,1,4
40,10,325159,0,0,50,15,2,12,1,0,4,38,1,4
64,9,161926,0,0,8,11,2,9,0,0,0,38,1,4
24,9,163665,2174,0,40,11,4,7,0,1,2,38,0,4
33,9,106938,0,0,38,11,2,12,0,5,2,38,0,2
31,9,97453,0,0,40,11,0,3,0,4,2,38,0,4
26,9,242464,3103,0,40,11,2,10,1,0,1,38,1,4
54,13,155233,14084,0,40,9,4,0,1,1,2,38,0,4
31,2,248653,0,0,37,3,4,5,0,1,2,25,1,4
22,10,141297,0,0,40,15,4,12,0,3,2,38,1,4
31,10,227325,0,0,40,15,4,2,0,1,2,38,1,4
68,3,123653,0,0,12,4,5,7,0,1,2,21,1,4
59,6,176317,0,0,37,0,0,7,0,1,0,38,0,4
35,9,77146,2829,0,45,11,2,2,0,0,4,38,1,4
25,13,169124,0,0,40,9,4,0,0,3,2,38,1,4
23,9,179413,0,0,40,11,4,2,0,4,2,38,1,4
35,10,180137,0,0,60,15,0,3,0,4,2,38,1,4
17,6,179319,0,0,30,0,4,7,0,3,5,38,1,4
19,10,45766,0,0,45,15,4,5,0,1,2,38,1,4
53,14,152810,0,1977,55,12,2,3,1,0,2,38,1,4
59,3,214052,0,0,40,4,0,6,0,4,2,38,0,4
37,9,201141,0,0,37,11,4,0,0,3,2,38,0,4
74,9,43599,0,0,20,11,6,7,0,1,4,38,1,4
28,10,292536,0,0,50,15,4,13,0,1,2,38,1,4
40,13,82161,0,0,40,9,4,0,0,1,2,38,1,4
20,10,181370,0,0,40,15,4,7,0,3,2,38,1,2
80,15,148623,0,0,35,14,2,9,1,0,2,38,1,4
51,9,84399,0,0,40,11,2,6,0,0,2,38,1,2
17,6,143331,0,0,15,0,4,11,0,3,2,38,1,4
37,13,48779,0,0,40,9,2,9,0,0,0,38,1,4
58,9,83542,0,0,40,11,4,7,0,1,2,38,1,4
57,10,214619,0,0,40,15,2,2,0,0,2,38,1,4
37,10,160035,0,0,40,15,0,6,0,1,2,38,1,4
23,10,39603,0,0,40,15,4,2,0,4,0,38,1,0
36,13,181589,0,0,32,9,4,0,0,1,2,3,0,4
33,9,261511,0,0,40,11,2,2,0,0,2,38,1,4
30,10,29522,0,0,40,15,2,11,0,5,2,38,0,4
30,9,36340,0,0,24,11,4,0,0,4,2,38,0,4
41,15,320984,99999,0,65,14,2,9,1,0,2,38,1,4
23,9,122346,0,0,40,11,4,11,0,3,2,38,1,4
40,15,105794,14084,0,50,14,4,9,1,1,2,38,0,4
53,9,152883,0,0,40,11,6,0,0,1,2,38,0,2
31,10,123037,0,0,13,15,4,12,0,1,5,38,1,4
36,9,182074,0,0,40,11,4,0,0,2,2,38,1,4
30,8,248588,0,0,40,2,0,7,0,1,2,38,0,4
44,9,187584,0,0,40,11,2,10,0,0,2,1,1,4
36,9,46706,0,0,40,11,4,7,0,3,2,38,1,4
42,12,190290,0,0,40,7,2,9,1,0,2,38,1,4
48,9,247294,0,0,30,11,2,2,0,0,4,28,1,4
22,13,117779,0,0,40,9,4,9,0,3,2,38,1,4
38,9,121602,0,0,40,11,2,6,0,0,2,38,1,4
31,9,451744,0,0,50,11,4,2,0,1,2,38,1,4
32,9,107793,2174,0,40,11,0,7,0,3,2,38,1,4
35,9,339772,0,0,40,11,2,5,0,0,2,38,1,2
21,10,185582,0,0,43,15,4,11,0,3,2,38,1,4
26,9,260614,0,0,40,11,2,6,0,0,2,38,1,4
19,9,53220,0,0,40,11,4,0,0,3,1,38,0,2
43,9,213844,0,0,42,11,1,2,1,5,2,38,0,2
33,9,213226,0,0,60,11,2,2,0,0,2,38,1,4
30,13,58582,0,0,10,9,4,2,0,3,2,38,1,4
52,6,193116,0,0,45,0,2,13,0,0,2,38,1,4
38,13,201410,0,0,40,9,2,3,1,0,1,38,1,4
28,13,190525,0,0,46,9,2,3,1,0,2,38,1,4
57,12,138285,0,0,40,7,2,7,0,0,4,19,1,4
51,13,111939,0,0,50,9,2,9,1,0,2,38,1,4
50,5,109277,0,0,48,6,2,6,0,0,2,38,1,4
32,13,331539,0,0,50,9,2,3,1,0,2,2,1,1
32,13,396745,0,2415,48,9,2,9,1,0,2,38,1,4
37,9,126675,0,0,40,11,2,2,0,0,2,38,1,4
69,9,349022,0,0,33,11,2,11,0,0,4,38,1,4
37,10,234901,0,0,50,15,2,11,1,0,2,10,1,4
36,10,100681,2463,0,40,15,4,0,0,1,2,38,1,4
47,9,265097,0,0,45,11,2,13,1,0,4,38,1,4
63,6,237379,0,0,40,0,2,13,0,0,2,38,1,4
21,10,44793,0,0,65,15,4,0,0,1,2,38,1,4
17,9,270942,0,0,35,11,4,7,0,2,2,25,1,4
56,9,193622,0,0,40,11,5,2,0,4,2,38,1,4
90,12,187749,0,0,20,7,2,0,0,0,1,29,1,1
27,10,160178,0,0,38,15,0,0,0,1,2,38,0,4
38,9,680390,0,0,20,11,0,0,0,4,2,38,0,4
33,12,96245,0,0,50,7,2,9,0,0,2,38,1,4
26,9,34803,0,0,40,11,4,3,0,1,2,38,0,4
20,10,170091,0,0,35,15,4,7,0,3,2,38,0,4
42,7,231813,0,0,40,1,2,13,0,0,2,38,1,4
55,9,23789,0,0,40,11,0,3,0,1,2,38,0,4
32,10,438711,0,0,40,15,2,9,0,5,5,38,0,2
66,13,169804,20051,0,40,9,2,11,1,0,2,38,1,4
66,16,376506,3273,0,40,10,0,9,0,1,1,38,0,4
49,10,28791,0,0,40,15,0,7,0,1,2,38,0,4
34,9,162814,0,0,45,11,0,10,0,1,2,38,1,2
38,13,58108,0,0,50,9,2,3,1,0,2,38,1,4
40,9,102226,0,0,40,11,2,3,0,0,3,38,1,4
22,12,209131,0,0,20,7,4,7,0,3,0,38,1,4
46,9,157117,0,0,40,11,2,13,0,0,4,38,1,4
29,9,172865,0,0,50,11,2,6,0,0,2,38,1,4
19,8,29798,0,0,20,2,4,5,0,3,2,38,1,0
37,13,80680,1151,0,35,9,0,9,0,4,1,38,0,4
52,14,238959,0,0,32,12,4,9,1,1,1,38,1,4
27,14,189462,0,0,46,12,4,0,0,1,2,38,0,4
52,9,139347,0,0,40,11,2,13,0,5,2,38,0,4
31,9,188108,4101,0,40,11,4,2,0,3,2,38,1,4
37,10,111128,0,0,50,15,2,2,1,0,3,38,1,4
28,9,81540,0,0,40,11,4,5,0,1,2,38,1,4
25,4,257562,0,0,40,5,2,2,0,0,2,25,1,4
31,10,59496,0,0,50,15,2,0,0,0,2,38,1,4
29,9,29974,0,0,40,11,2,2,0,0,2,38,1,4
45,9,102597,0,0,35,11,6,0,0,4,2,38,0,4
69,4,41419,0,0,20,5,2,7,0,0,2,38,1,4
50,7,118565,0,0,40,1,2,6,0,0,2,38,1,2
54,16,312897,0,0,46,10,2,9,1,0,5,8,1,4
17,5,166290,0,0,20,6,4,7,0,3,2,38,0,4
34,9,160261,14084,0,35,11,4,12,1,3,2,2,1,1
23,10,203076,0,0,40,15,4,6,0,3,2,38,1,4
66,13,201197,0,0,45,9,2,9,1,0,2,38,1,4
61,9,273803,0,0,40,11,2,2,0,0,2,38,1,4
55,10,156797,0,0,40,15,0,6,0,1,2,38,0,4
24,9,283896,0,0,40,11,4,5,0,1,2,38,1,4
30,9,149368,1151,0,30,11,0,11,0,4,2,38,1,4
49,11,156926,0,0,45,8,0,3,1,1,2,38,1,4
56,9,165881,0,0,50,11,2,11,1,0,3,38,1,4
25,9,86872,0,0,40,11,2,11,0,0,2,38,1,4
49,13,167523,0,0,40,9,0,10,0,1,2,38,1,4
58,13,154950,0,0,40,9,2,12,1,0,2,38,1,4
40,13,171231,0,0,40,9,4,0,0,1,0,32,1,4
62,14,244933,0,0,45,12,0,9,0,1,2,38,0,4
54,13,256908,0,0,25,9,2,12,1,0,2,38,1,4
34,11,33442,0,0,40,8,4,7,0,2,4,38,0,4
18,6,126142,0,0,30,0,4,2,0,3,2,38,1,4
32,9,167106,0,0,40,11,2,11,0,0,2,16,1,1
22,13,50065,0,0,35,9,4,9,0,1,1,38,0,4
34,13,252529,0,0,48,9,4,9,0,1,5,38,1,4
47,9,343579,0,0,40,11,2,7,0,0,2,25,1,4
19,10,190817,0,0,40,15,4,11,0,3,2,38,0,4
41,10,151089,0,2415,55,15,2,3,1,0,3,38,1,4
46,10,186820,5013,0,40,15,2,7,0,5,2,38,0,4
56,4,210731,0,0,20,5,0,11,0,2,4,25,1,4
42,9,123816,0,0,40,11,0,6,0,1,2,38,0,2
25,13,77071,0,2339,35,9,4,9,0,3,2,38,0,4
42,9,115085,0,0,50,11,2,0,0,0,2,38,1,4
43,13,170525,14344,0,40,9,0,9,1,1,2,38,0,4
17,7,209949,0,1602,12,1,4,11,0,3,2,38,0,4
57,4,34297,0,0,40,5,2,2,1,0,4,38,1,4
40,14,180985,0,0,50,12,2,3,1,0,2,38,1,4
62,9,33365,0,0,40,11,6,7,0,1,1,1,0,4
20,10,197752,0,0,16,15,4,0,0,3,2,38,1,4
47,10,180551,0,0,50,15,2,13,0,0,2,38,1,4
40,10,77975,0,0,40,15,2,3,0,0,2,38,1,4
48,13,94342,0,0,55,9,2,2,0,0,2,38,1,4
39,11,34180,0,0,60,8,2,4,1,0,3,38,1,4
46,10,367251,0,0,40,15,2,2,1,0,1,38,1,2
72,15,172407,99999,0,50,14,2,9,1,0,3,38,1,4
53,9,303462,0,0,30,11,2,6,0,0,2,38,1,4
47,10,220269,0,0,40,15,2,5,1,0,0,38,1,4
40,9,45093,0,0,45,11,0,2,0,1,4,1,1,4
34,9,101709,0,0,40,11,5,13,0,1,2,38,1,1
41,9,219591,0,0,40,11,4,0,0,3,2,38,1,4
41,9,76625,0,0,40,11,2,2,0,0,2,38,1,4
20,10,342599,0,0,35,15,4,5,0,3,2,38,1,4
54,13,238257,0,0,50,9,4,9,0,1,1,38,1,4
39,13,206253,0,0,40,9,2,9,0,5,3,38,0,4
37,9,172571,0,0,40,11,0,6,0,1,2,38,1,4
59,16,95165,0,0,40,10,2,11,0,0,2,38,1,4
69,3,141181,1797,0,40,4,2,0,0,0,2,38,1,4
24,13,267843,0,0,35,9,4,9,0,3,2,38,0,2
36,11,181382,3103,0,40,8,2,6,1,0,2,38,1,4
20,10,132320,0,0,40,15,5,2,0,1,2,38,1,4
26,11,201138,0,0,35,8,4,7,0,1,4,38,0,4
48,8,239058,0,0,50,2,6,5,0,4,2,38,0,4
39,15,239755,0,1902,50,14,2,9,1,0,3,38,1,4
21,12,176262,0,0,18,7,4,7,0,3,2,38,0,4
22,9,264738,0,0,42,11,4,3,0,2,2,10,0,4
34,11,182218,0,0,40,8,0,9,0,4,2,38,0,4
33,10,318982,0,0,45,15,2,3,1,0,2,38,1,4
46,5,216666,0,0,40,6,2,6,0,0,2,12,1,4
47,7,274200,7298,0,40,1,2,2,1,0,2,38,1,4
65,13,150095,0,0,40,9,2,3,1,0,2,38,1,4
23,9,192978,0,0,40,11,2,5,0,0,2,38,1,4
28,10,68021,0,0,30,15,4,7,0,1,2,38,0,4
34,9,28568,0,0,60,11,0,3,1,1,4,38,1,4
20,10,115057,0,0,40,15,4,7,0,1,2,38,1,4
28,7,139568,0,0,40,1,4,0,0,1,2,38,1,4
52,13,138497,0,0,60,9,2,3,0,0,3,38,1,4
40,14,182460,0,0,38,12,2,9,1,5,5,2,0,1
22,13,253310,0,0,7,9,4,3,0,3,2,38,0,4
29,9,130856,0,0,45,11,2,3,0,0,3,38,1,4
31,4,389765,0,0,60,5,2,9,0,0,4,38,1,4
42,14,52781,0,1902,40,12,2,9,1,0,0,38,1,4
38,9,146178,0,0,40,11,4,2,0,4,2,38,0,2
22,7,231053,0,0,70,1,2,6,1,0,2,38,1,4
43,5,483450,0,0,40,6,2,3,0,0,2,25,1,4
43,13,198316,0,0,50,9,2,3,1,0,3,38,1,4
33,10,160614,0,0,50,15,2,3,0,0,2,38,1,4
17,6,325171,0,0,35,0,4,7,0,3,3,38,1,2
54,15,172898,5178,0,50,14,2,9,1,0,4,38,1,4
45,9,186473,0,0,40,11,0,0,0,4,2,38,0,4
55,6,286967,0,0,45,0,2,2,0,0,1,38,1,4
51,9,111939,0,0,35,11,2,13,1,0,4,38,1,4
65,6,325089,0,0,40,0,0,2,0,4,0,38,1,4
21,13,143582,0,0,45,9,4,9,0,3,2,38,0,1
40,9,308027,0,0,40,11,6,7,0,4,2,38,0,2
58,10,105060,0,0,37,15,4,0,0,1,2,38,0,2
53,9,39643,0,0,58,11,6,3,0,1,0,38,0,4
39,14,186191,0,1848,50,12,2,9,1,0,2,38,1,4
56,9,267763,0,0,40,11,2,7,0,0,1,38,1,4
37,10,124293,0,0,50,15,2,0,0,0,2,38,1,4
44,13,36271,0,0,40,9,2,2,0,0,2,38,1,4
49,5,143459,0,0,38,6,5,5,0,3,2,38,1,4
36,10,186376,0,0,50,15,2,6,1,0,2,38,1,1
59,13,52822,0,0,60,9,2,2,0,0,3,38,1,4
33,9,104509,0,0,40,11,0,0,0,3,2,38,0,4
36,15,184456,27828,0,50,14,4,3,1,1,2,38,1,4
26,10,192302,0,0,25,15,2,3,0,5,2,38,0,4
22,6,156822,0,1762,25,0,4,11,0,1,2,38,0,4
25,14,214413,0,0,40,12,4,0,0,3,2,38,1,4
28,10,108574,0,0,15,15,2,0,0,5,2,38,0,4
41,12,223934,0,0,38,7,0,0,0,4,2,38,0,4
45,11,200559,0,0,70,8,2,4,0,0,2,38,1,4
43,9,137722,0,0,40,11,2,5,0,0,2,38,1,4
30,5,261677,0,0,40,6,4,5,0,4,2,38,1,2
33,9,136331,0,0,50,11,3,2,0,4,2,38,1,4
34,10,329993,0,0,40,15,2,0,0,0,2,38,1,4
21,11,91819,0,0,30,8,4,7,0,1,2,38,1,4
31,13,201122,0,1902,45,9,2,11,1,0,2,38,1,4
48,3,315423,0,0,40,4,2,13,0,0,2,38,1,4
22,10,103277,0,0,20,15,4,0,0,3,2,38,0,4
47,10,236805,0,0,60,15,0,11,0,4,2,38,0,4
27,13,74883,0,0,40,9,4,12,0,1,2,29,0,1
18,7,115443,0,0,25,1,4,5,0,1,2,38,1,4
